Red,Green,Blue
117,127,153
115,124,148
125,135,168
126,138,181
125,135,171
124,133,169
123,134,168
121,134,166
120,136,164
119,134,163
118,131,162
118,129,160
116,127,158
114,125,156
111,126,155
109,129,153
125,136,175
125,137,174
124,135,169
124,133,167
123,132,166
122,132,164
120,133,163
120,133,162
119,130,160
118,129,159
117,127,158
116,126,157
115,126,156
114,127,155
112,124,154
125,140,181
124,138,172
124,135,167
123,133,165
123,132,164
122,131,162
121,131,161
120,131,160
125,142,181
118,129,158
118,127,158
117,126,158
117,126,157
117,126,156
115,125,156
119,130,159
125,139,181
123,134,166
122,134,164
121,133,162
121,131,161
120,131,159
119,130,158
118,127,158
117,127,158
116,127,158
116,126,159
116,126,159
116,127,158
114,126,158
124,135,171
124,133,169
123,132,163
121,133,163
120,133,162
119,132,160
119,130,159
118,127,157
116,123,156
115,124,156
114,124,156
114,122,156
114,123,156
114,124,156
113,124,156
126,138,181
125,130,166
122,127,161
120,131,161
119,132,162
118,132,161
127,139,180
117,125,156
115,119,154
113,120,153
112,120,153
113,118,153
113,119,153
113,121,153
112,122,154
118,129,159
124,129,164
121,128,158
119,132,160
118,132,162
118,132,162
117,126,155
115,122,152
113,121,151
112,120,150
127,137,179
112,118,149
113,118,149
113,120,150
112,121,151
118,130,159
113,118,147
123,128,161
120,127,155
118,132,158
118,132,162
118,132,163
118,131,159
117,128,155
115,123,151
113,122,149
112,120,147
112,118,146
113,118,146
112,121,147
111,122,148
125,135,177
117,126,156
119,120,151
117,130,162
125,136,172
118,132,165
119,131,161
111,123,145
118,127,157
115,123,152
113,121,149
112,120,146
112,117,144
113,117,143
113,118,144
112,121,144
122,122,156
116,123,154
117,128,162
118,118,147
119,133,163
119,130,158
116,125,154
113,123,150
111,120,146
111,116,141
111,117,141
110,118,142
110,120,142
118,132,167
111,117,143
120,134,160
116,129,155
113,125,151
110,121,146
109,116,141
109,114,139
108,115,138
108,115,138
108,116,138
120,135,165
109,118,142
108,111,134
106,107,131
104,108,131
105,110,131
106,112,132
113,126,150
102,103,124
103,107,125
101,101,123
97,117,146
101,118,161
104,118,151
105,116,138
99,104,126
93,97,118
94,111,132
88,90,108
89,90,107
90,93,116
92,97,125
94,102,135
96,114,136
97,120,137
95,110,138
87,91,113
90,98,119
88,92,107
85,88,99
83,84,96
93,103,131
101,126,152
103,129,167
105,123,152
104,115,135
97,102,119
91,94,111
83,89,107
86,88,104
88,89,105
91,93,117
94,101,130
97,112,142
101,121,141
103,124,139
98,115,138
94,105,129
90,97,117
82,83,96
79,81,94
98,120,136
86,89,104
95,107,124
102,115,133
108,121,138
106,121,142
101,119,146
96,106,133
92,95,120
88,87,107
84,87,104
81,88,106
88,90,108
96,97,114
103,111,127
105,127,141
105,140,153
105,129,142
103,117,131
80,78,94
76,79,92
89,95,113
84,85,102
105,121,133
103,131,138
103,119,130
100,105,119
94,94,109
87,89,104
80,88,105
84,89,105
88,90,109
93,96,123
97,105,137
100,116,151
104,120,144
105,121,136
99,111,128
93,101,119
87,92,110
82,85,100
79,79,93
103,113,126
101,109,123
100,111,124
99,105,118
97,98,111
91,93,104
87,90,102
81,89,104
85,92,106
89,95,111
94,98,124
97,103,138
99,111,152
101,117,143
102,118,133
96,104,123
90,95,114
84,89,106
81,84,98
101,108,122
78,80,91
98,102,124
79,81,95
82,84,101
87,86,107
93,92,114
98,104,121
99,108,130
98,109,136
97,104,127
94,101,118
90,100,109
86,95,106
82,90,105
86,88,103
89,90,106
93,95,113
95,97,121
98,104,119
98,104,121
77,79,91
96,98,127
92,93,123
91,94,116
88,89,108
85,87,105
82,89,106
86,95,107
90,101,108
93,102,112
95,103,120
94,99,115
93,93,110
89,86,104
84,82,100
79,82,96
77,80,93
76,78,90
95,103,116
97,103,117
97,103,121
96,99,125
94,92,129
95,103,126
76,79,91
77,81,92
80,81,93
83,82,96
87,85,98
88,90,101
90,95,104
91,100,105
90,100,106
87,96,107
84,91,107
82,86,107
86,88,107
89,92,110
91,99,118
93,99,126
96,102,115
96,104,120
75,78,89
94,99,132
74,78,90
75,80,91
77,80,92
78,80,93
80,82,95
82,84,97
84,87,99
87,92,100
87,94,101
84,92,103
83,88,103
82,85,103
86,87,104
89,91,107
93,98,114
94,102,121
95,105,126
95,96,114
95,101,118
95,104,122
74,76,89
94,103,114
93,94,108
90,89,102
86,86,99
81,84,99
81,86,99
83,88,97
82,88,98
82,86,96
80,80,95
77,80,94
75,79,93
74,79,92
74,79,91
74,79,90
73,77,90
95,109,118
94,87,114
95,95,116
95,103,117
81,86,93
73,79,90
74,78,90
74,78,91
74,79,91
76,79,91
78,80,91
80,84,92
80,86,94
79,83,94
79,81,95
82,83,95
86,85,97
89,88,101
91,95,105
93,101,110
94,99,111
95,97,113
94,93,114
74,78,90
91,96,105
88,90,102
85,83,98
82,81,94
80,80,92
77,79,92
77,81,92
78,83,92
78,83,91
94,99,113
78,82,91
76,79,90
75,78,90
73,78,89
73,77,89
73,77,89
73,78,89
94,98,109
94,100,116
74,78,89
93,100,114
89,94,110
85,89,105
81,83,100
79,79,95
77,77,92
75,79,92
75,81,92
75,83,93
75,82,92
75,80,91
74,77,90
73,76,89
73,76,88
73,75,87
73,75,87
73,76,87
74,76,88
94,104,123
94,103,118
73,76,87
72,76,86
72,76,84
72,76,85
72,77,87
73,77,89
73,77,91
74,79,92
88,97,114
75,80,93
93,106,129
74,81,93
74,79,93
75,78,92
76,77,91
77,79,95
79,82,101
83,89,108
93,107,119
94,110,124
93,105,135
71,76,84
71,76,83
71,76,84
71,77,86
72,77,89
73,77,91
74,79,92
74,79,93
74,78,94
74,78,93
74,78,92
75,78,91
76,79,95
78,82,102
82,90,111
88,100,118
93,115,123
91,100,124
72,75,86
94,116,130
76,81,99
75,78,93
74,76,90
73,77,91
73,77,91
73,77,91
74,77,91
73,77,90
72,76,89
71,76,88
70,76,86
70,76,85
70,76,84
71,75,84
88,93,111
93,103,116
94,103,121
82,87,105
90,97,121
92,98,126
70,75,84
89,96,118
90,93,117
93,94,113
92,92,108
86,88,103
80,83,99
75,80,95
74,78,92
74,76,90
73,76,90
73,76,89
73,76,89
73,77,89
73,77,88
72,76,87
71,76,87
70,75,86
70,76,86
70,76,85
70,76,85
87,99,115
88,92,108
88,89,104
87,86,99
82,83,96
78,81,93
74,79,92
74,77,90
73,76,89
72,77,89
73,77,88
73,76,87
73,77,87
73,77,86
72,76,86
71,75,86
70,75,86
70,75,87
70,75,86
72,76,86
86,96,111
84,88,103
83,84,99
76,79,91
74,78,90
73,77,90
73,76,89
72,77,88
72,77,88
73,76,88
73,76,87
73,77,86
71,75,86
70,74,86
70,74,87
70,73,86
70,75,85
82,82,96
79,80,93
77,79,94
79,80,97
74,77,90
84,90,105
73,77,90
73,76,89
73,76,89
72,77,88
72,77,88
82,81,100
72,75,88
73,76,88
73,76,87
72,75,87
71,75,86
71,75,86
71,73,87
71,73,86
71,74,86
76,77,91
72,76,86
83,89,100
80,82,97
78,80,94
76,79,92
75,77,89
74,77,88
73,78,88
73,77,88
72,77,89
72,79,89
72,79,89
72,77,89
73,77,88
73,77,88
73,77,87
73,77,87
73,77,87
73,76,87
73,75,87
72,78,89
82,88,97
79,83,96
76,80,93
74,78,90
74,77,88
73,78,87
73,78,88
72,78,88
74,77,89
72,80,89
72,80,89
72,78,90
73,78,89
74,78,89
74,78,88
74,79,88
75,79,89
75,78,89
74,77,88
75,80,93
80,85,97
77,81,93
76,79,94
77,83,92
76,81,90
75,80,90
74,79,90
73,79,90
72,79,90
72,80,90
71,79,89
72,78,89
72,77,89
72,77,89
72,77,88
73,77,89
73,78,91
77,82,95
77,83,98
82,87,98
81,84,97
78,82,95
75,80,93
73,79,92
73,77,90
73,77,89
72,78,89
72,78,89
72,79,89
71,80,90
72,80,90
73,79,91
74,79,91
75,80,91
76,81,91
77,86,93
78,91,95
77,87,97
78,87,101
83,87,99
82,84,97
79,83,95
76,81,94
74,79,92
74,78,91
73,78,90
73,79,90
72,79,90
72,79,90
71,81,90
72,81,91
73,79,91
74,79,92
75,80,92
76,82,93
78,88,95
78,95,97
78,91,100
79,90,100
84,93,101
83,89,99
80,85,97
78,82,95
75,79,92
75,78,90
74,77,89
73,78,89
73,78,89
72,78,89
72,80,91
72,79,92
74,77,93
75,78,94
76,80,95
77,81,96
78,85,97
79,91,98
78,89,100
73,78,89
85,98,103
84,94,101
81,88,99
78,83,96
76,79,92
75,77,89
74,76,88
73,77,88
73,77,89
79,88,100
73,80,91
74,80,93
75,80,95
77,81,96
78,82,97
79,83,98
80,87,99
81,92,99
80,90,100
82,91,101
85,104,105
84,100,103
82,90,101
79,84,97
76,79,93
76,77,89
75,76,87
74,76,87
74,78,88
75,79,89
76,81,92
78,87,97
80,86,98
82,85,99
82,88,101
83,94,101
81,90,100
80,86,99
77,84,94
78,84,94
77,80,90
75,78,89
74,76,88
75,76,87
76,76,89
77,79,94
79,82,98
82,86,103
84,96,104
85,99,106
81,98,103
83,95,104
85,92,105
85,92,107
85,93,107
85,95,105
83,87,104
80,90,98
85,90,106
84,87,105
82,80,103
80,79,99
78,78,94
77,76,90
76,75,88
75,76,89
76,78,90
78,80,92
80,86,97
82,95,103
84,105,110
86,101,111
87,97,112
87,96,113
87,96,113
87,99,110
84,90,108
84,89,106
83,87,105
81,83,104
79,82,100
77,81,95
76,78,91
75,76,89
74,76,90
76,78,91
78,80,93
80,86,101
82,92,109
84,98,116
85,99,118
87,99,118
87,99,119
88,103,118
88,111,114
85,100,111
83,88,105
82,87,104
80,85,103
78,83,99
76,82,95
75,79,91
74,77,89
74,77,90
76,78,90
78,80,92
81,85,100
83,89,107
84,91,114
85,94,115
86,96,116
87,96,116
82,88,103
82,87,102
81,87,100
79,87,99
77,84,96
75,81,93
74,79,90
74,78,88
73,78,88
75,78,89
78,79,90
81,82,95
83,85,100
84,86,106
81,87,101
81,88,99
80,87,97
78,86,95
76,83,93
74,80,91
73,79,89
73,78,88
72,78,88
74,78,87
77,79,87
80,86,98
80,88,95
79,87,93
77,84,91
75,82,90
73,79,89
73,78,88
72,78,87
79,83,91
78,83,89
76,81,86
74,79,85
79,81,94
77,78,90
77,80,87
137,152,172
133,156,178
133,144,164
129,141,165
134,148,173
131,152,181
129,148,173
127,142,163
124,131,154
121,121,150
118,115,148
125,137,166
131,144,172
129,150,177
128,144,168
126,135,159
119,124,149
112,118,145
105,116,145
104,118,146
103,118,145
102,114,141
103,110,137
104,105,132
121,133,166
126,138,170
125,143,173
124,138,164
122,131,154
116,121,144
109,116,141
103,116,143
102,117,145
102,118,146
102,115,142
103,113,138
105,112,134
107,119,138
109,124,142
110,124,146
111,125,148
111,126,148
117,128,167
121,131,168
120,135,169
119,132,160
117,127,150
113,119,140
108,115,137
103,116,140
102,117,144
102,117,146
102,116,143
104,116,140
107,118,137
110,124,140
112,127,143
113,125,146
113,126,148
114,128,150
114,127,151
113,126,152
113,125,151
112,124,150
110,121,148
114,130,165
116,131,165
115,134,164
114,129,156
113,122,146
110,112,137
107,109,136
103,114,140
103,117,144
103,119,147
103,118,146
104,119,145
108,121,144
112,123,145
115,124,146
115,123,147
116,124,149
117,127,150
115,127,152
114,126,152
113,124,150
112,122,148
109,120,146
107,118,143
105,115,139
105,112,136
111,130,164
112,127,162
111,131,159
110,125,152
109,119,143
107,109,135
105,109,134
104,116,139
104,118,144
104,120,148
104,119,149
106,120,150
109,122,151
113,123,151
115,124,150
116,124,150
117,126,150
117,130,151
116,128,152
114,125,153
112,123,150
111,121,147
109,119,145
107,118,142
104,116,139
104,113,135
111,124,163
109,120,159
109,123,155
108,121,147
108,118,140
107,113,134
105,114,133
105,120,138
105,121,144
105,120,149
105,120,152
108,121,155
110,123,158
113,124,156
115,124,154
116,126,151
117,129,151
118,133,152
116,129,153
114,124,153
111,121,150
109,119,146
108,118,143
105,117,140
104,115,137
102,111,134
111,123,161
107,118,156
107,120,150
107,118,144
107,115,138
106,110,132
105,111,132
105,119,138
107,121,144
107,122,150
108,122,151
109,123,152
111,125,152
113,125,152
115,125,151
116,126,150
117,128,151
118,129,151
116,126,152
113,122,152
111,120,148
108,118,145
107,117,141
105,114,138
103,112,135
101,107,132
104,120,152
104,119,145
104,116,140
105,112,135
105,105,130
106,107,131
107,117,138
108,121,145
108,123,152
109,124,150
110,125,148
111,126,146
113,126,147
114,125,147
115,126,150
117,127,150
115,124,151
112,121,150
109,119,146
107,118,143
105,115,139
103,113,136
102,110,133
100,105,130
98,105,127
116,127,150
113,125,148
112,125,145
112,125,142
111,124,141
110,126,145
109,125,150
109,122,153
108,122,147
108,120,139
106,111,131
104,109,129
103,112,132
103,113,136
103,114,140
103,116,148
115,127,150
113,123,150
110,120,148
108,119,145
105,117,141
103,113,137
101,111,134
100,109,131
98,105,128
97,105,125
114,125,150
103,112,144
103,108,136
102,108,132
101,109,130
103,107,127
106,110,130
108,119,138
109,119,145
109,118,152
110,122,147
110,122,144
110,120,140
110,121,141
111,122,143
111,121,145
112,121,146
112,122,145
110,120,145
108,117,144
105,116,141
103,114,137
101,111,133
99,108,131
98,105,128
97,102,126
96,101,123
103,109,139
102,101,131
101,100,127
100,102,127
103,100,126
106,103,129
109,112,135
110,112,141
110,111,146
110,114,144
110,115,143
109,113,142
109,115,142
109,118,141
109,117,141
110,117,141
110,117,141
108,116,141
106,114,140
104,113,136
102,112,133
100,109,129
97,105,126
96,102,125
95,99,124
95,98,121
101,108,135
100,99,125
98,98,123
96,100,124
100,99,125
103,103,128
107,113,132
108,113,137
108,112,141
108,113,142
108,114,143
108,114,144
107,115,143
107,117,140
107,115,138
107,115,136
107,116,136
105,115,137
103,112,136
101,113,132
99,111,128
97,105,124
95,103,123
93,100,122
93,98,121
94,98,118
99,108,130
97,101,121
94,99,120
92,99,122
96,100,124
100,105,127
104,114,131
105,115,134
105,113,138
106,113,140
106,114,143
105,114,146
105,115,143
104,116,139
103,113,135
103,112,132
103,113,132
102,111,133
100,109,132
99,110,129
97,107,125
95,101,121
93,99,120
91,97,118
92,95,118
92,95,115
97,105,130
94,96,120
91,94,119
88,95,121
93,96,123
97,99,126
101,109,131
103,111,136
103,112,141
104,114,143
104,115,144
103,115,146
103,115,142
102,113,137
101,108,133
100,105,130
100,107,129
98,105,129
97,104,129
96,104,125
95,101,122
92,95,119
90,94,117
89,94,115
90,91,113
91,90,110
95,103,130
91,94,120
88,92,118
84,93,120
90,94,122
94,97,125
99,107,131
101,111,138
103,114,144
104,117,145
104,119,145
103,117,146
102,116,142
101,114,136
100,108,130
98,104,127
97,103,126
96,102,125
95,102,125
95,103,122
93,101,119
91,96,117
89,94,114
87,93,111
87,91,109
87,91,104
87,93,99
101,115,140
103,119,147
105,123,147
106,123,147
104,120,146
102,118,141
101,116,135
98,109,128
96,103,124
94,100,123
94,100,123
93,100,122
93,103,120
92,102,117
89,96,115
87,94,112
85,93,109
84,91,105
83,91,101
82,92,96
91,98,118
88,94,115
86,92,111
83,91,109
81,89,105
79,88,101
77,87,95
93,99,118
93,99,117
92,100,116
93,101,120
96,103,121
95,100,121
93,98,121
92,96,120
90,93,117
89,93,115
88,95,112
88,96,113
88,96,113
89,96,115
90,97,115
91,99,116
97,118,146
99,116,142
98,113,138
96,108,134
93,104,130
91,101,126
90,102,122
89,101,120
88,97,119
86,94,119
84,91,118
83,90,115
82,90,113
82,90,110
82,92,111
82,94,111
85,94,112
87,96,113
90,98,114
90,101,115
94,111,136
93,112,136
91,112,137
90,112,138
92,115,140
94,116,141
96,117,142
96,117,143
97,117,143
97,113,139
96,109,136
92,104,132
89,102,129
86,101,125
84,100,121
83,98,119
82,95,118
80,91,117
79,88,115
77,88,113
76,87,111
77,87,108
77,90,109
79,93,109
82,93,110
85,95,111
88,97,113
89,100,114
91,115,140
92,113,141
93,112,142
93,112,140
93,112,138
92,112,135
91,110,136
90,109,137
91,112,139
92,114,140
94,116,140
94,115,141
94,114,140
94,110,137
93,107,134
90,103,130
87,101,127
84,100,124
83,98,121
82,96,118
80,94,116
79,91,115
77,88,113
75,87,111
75,87,109
76,87,107
76,91,107
78,93,108
80,93,108
83,94,109
86,97,111
88,99,113
93,121,146
92,118,147
92,113,148
92,113,144
91,112,139
90,110,135
90,108,135
89,106,136
90,109,138
90,111,138
91,114,138
91,113,138
91,110,138
91,108,134
90,104,131
88,101,128
86,100,125
83,98,122
82,95,119
80,93,116
79,93,114
77,90,112
76,88,111
74,87,108
73,86,106
74,86,104
75,89,104
77,91,105
79,90,106
82,92,107
85,95,108
87,99,109
94,117,143
93,114,143
92,110,144
91,109,140
90,109,136
90,106,132
89,104,131
89,103,132
89,105,133
89,107,134
89,110,134
89,109,135
88,108,135
88,105,132
87,102,128
86,99,125
84,97,122
82,96,119
81,92,116
79,90,113
78,90,111
76,89,109
74,88,108
72,86,105
72,84,104
73,83,102
74,86,102
76,88,103
78,87,104
81,89,104
83,93,104
86,98,103
89,101,102
95,112,138
93,109,139
91,106,139
90,106,136
89,105,133
88,103,129
88,101,127
87,101,128
87,102,129
87,103,130
88,107,130
87,107,131
86,105,132
86,104,129
84,101,125
83,97,123
82,95,119
81,94,116
79,90,113
77,88,110
76,88,108
74,87,106
73,86,104
72,84,103
71,83,101
72,83,100
73,85,100
75,88,101
77,87,103
79,88,102
82,92,100
84,94,98
87,96,96
92,107,134
90,105,134
89,103,135
88,104,132
87,104,129
86,101,125
86,99,124
85,98,125
86,99,125
86,102,125
87,107,126
87,107,128
85,104,130
84,103,126
83,101,123
82,97,120
81,95,117
80,94,113
78,90,110
76,87,107
73,86,104
72,85,103
72,84,102
71,83,100
71,82,99
72,82,98
72,85,99
73,88,100
75,86,101
78,87,101
80,90,98
82,91,95
84,90,92
89,103,131
88,101,131
87,99,131
86,100,129
85,101,126
84,98,124
83,96,123
82,96,122
83,96,122
85,98,122
87,102,124
87,103,126
83,100,126
81,98,122
80,94,118
80,92,115
79,91,112
76,87,108
74,84,105
72,84,104
71,83,103
71,81,101
70,81,100
71,80,99
71,79,98
72,81,99
72,84,100
74,82,101
76,83,101
78,86,97
80,86,94
82,85,92
84,87,93
86,100,129
86,97,129
84,94,129
84,96,127
83,97,125
82,94,123
81,93,122
80,94,121
82,93,120
84,93,120
87,97,122
82,97,125
80,95,121
79,91,117
78,89,113
78,89,111
75,84,107
72,81,104
70,82,103
69,81,102
70,79,101
70,79,100
70,79,99
70,77,98
71,79,99
71,81,100
73,81,101
75,81,101
77,84,97
79,84,94
80,83,92
82,84,93
84,98,125
83,96,126
83,93,126
83,96,125
82,98,124
82,95,123
81,94,121
81,95,120
82,95,118
83,95,117
80,95,120
79,91,116
77,90,112
76,90,109
74,87,106
72,83,103
70,84,103
69,83,102
69,81,101
69,81,100
69,80,99
69,79,98
69,80,99
70,82,100
72,82,101
74,83,101
76,86,97
78,86,94
79,84,91
81,82,93
83,97,123
81,95,123
82,94,124
82,97,123
82,100,122
81,97,122
81,96,120
81,96,118
82,97,117
78,91,114
77,90,110
75,90,108
73,87,105
71,84,103
69,85,102
69,84,101
68,81,101
68,81,100
68,81,98
68,79,97
68,79,98
68,81,99
71,81,100
73,82,100
76,85,97
77,86,93
78,84,90
79,84,93
80,95,124
80,92,123
81,93,122
81,96,120
82,95,118
82,95,117
82,96,116
76,87,108
74,88,105
72,85,104
71,83,103
69,83,102
68,82,101
68,81,100
68,81,99
67,80,98
67,78,96
67,77,97
67,79,98
70,80,99
72,81,99
75,83,96
77,84,93
77,86,90
78,86,91
79,86,93
78,95,124
79,91,122
80,91,120
81,94,118
81,94,115
82,94,114
74,88,104
73,86,103
71,83,103
70,83,102
69,83,101
68,82,100
68,82,98
67,82,97
68,79,96
67,79,96
67,79,97
69,80,98
72,81,98
74,83,95
76,84,92
78,84,89
80,87,90
81,87,92
78,97,125
79,93,122
79,92,119
80,94,116
80,93,113
74,88,102
73,84,103
71,84,101
70,84,100
69,82,99
68,83,98
68,84,96
68,81,95
68,80,95
67,80,96
69,80,97
72,81,97
74,82,94
76,83,91
79,83,87
81,86,89
83,87,90
78,95,123
78,91,120
79,91,117
79,92,114
74,83,102
72,83,101
71,83,100
70,82,100
69,82,99
68,82,97
68,81,97
68,80,97
68,80,97
69,80,97
71,80,97
73,80,93
76,80,88
79,79,84
83,82,85
86,84,88
77,90,118
78,87,117
78,87,114
73,83,100
71,83,100
70,81,100
70,81,99
69,81,99
68,80,99
68,80,98
68,80,98
69,80,97
71,80,96
72,79,91
75,78,86
79,78,80
82,80,82
86,83,84
82,82,87
78,90,114
78,88,113
71,84,100
71,82,100
70,81,100
69,81,100
69,81,100
69,81,100
69,82,99
70,81,97
70,80,96
71,79,90
74,77,84
77,77,78
81,81,78
84,85,81
81,83,84
79,92,109
97,117,134
98,116,136
96,115,138
99,120,141
100,118,136
106,130,157
104,128,151
102,125,144
101,118,138
99,116,138
98,117,142
101,123,145
111,141,169
112,139,165
111,134,162
108,127,158
105,124,152
103,121,146
102,114,139
101,115,139
100,120,143
104,125,148
114,144,167
114,143,169
114,142,171
114,139,167
112,133,163
109,126,160
105,122,154
103,118,147
102,115,140
102,117,140
101,123,145
108,147,169
111,146,173
113,147,175
116,150,174
116,147,174
115,142,172
114,139,168
112,134,165
108,126,162
104,121,156
101,117,148
102,117,142
103,120,141
103,127,146
109,125,162
110,131,162
111,140,165
112,150,170
114,148,175
116,147,177
118,149,175
117,145,173
116,140,171
115,137,167
113,133,163
108,126,159
103,120,154
100,116,148
101,116,143
103,120,143
105,128,148
117,145,165
112,135,164
110,131,162
111,135,160
113,140,163
115,145,168
117,146,173
118,146,176
120,144,173
119,141,171
117,137,168
116,134,164
113,131,159
108,125,155
103,119,151
99,115,148
101,115,145
104,120,145
107,130,151
123,141,174
124,152,172
121,151,171
116,143,169
110,132,165
107,126,162
109,133,158
111,139,160
112,145,165
113,144,172
114,143,174
115,142,172
115,139,169
114,136,166
113,135,161
111,131,156
107,123,151
102,117,148
98,111,147
102,117,146
107,124,147
111,135,153
121,144,160
122,153,166
123,152,173
124,153,178
125,164,176
121,158,174
115,139,173
108,126,167
104,121,162
105,131,157
107,139,158
109,144,163
110,142,169
110,140,173
111,139,169
111,137,167
110,134,164
110,133,159
109,130,153
105,121,148
102,115,147
98,110,147
103,119,148
109,129,151
115,138,155
116,135,145
118,134,151
120,146,156
122,153,160
125,154,163
125,153,165
125,151,166
126,152,165
122,144,163
114,130,162
107,126,160
101,126,159
102,135,157
104,139,159
105,139,162
106,138,166
106,137,168
107,136,166
107,133,164
107,131,162
108,129,157
107,125,152
104,118,146
101,115,146
98,115,150
104,123,153
111,132,156
118,139,159
114,147,143
116,146,148
117,145,154
120,156,159
123,159,161
125,155,159
126,151,157
125,147,155
125,139,154
121,131,153
112,122,152
104,126,154
98,132,155
99,137,157
101,136,159
102,132,161
102,132,163
102,133,164
103,133,162
103,131,161
104,129,160
104,126,155
104,123,150
103,119,144
101,117,146
99,117,151
105,125,157
112,133,161
118,139,162
115,142,157
116,146,163
118,148,163
119,150,156
118,143,149
117,133,142
116,124,142
112,121,142
107,123,142
101,130,146
97,136,152
98,133,158
98,129,160
98,123,160
99,124,160
99,127,160
100,131,159
101,131,159
101,129,158
102,126,154
102,123,148
102,122,143
101,120,145
101,118,153
105,125,161
111,133,166
116,141,166
113,140,155
111,131,146
109,118,139
106,115,139
103,117,140
101,123,141
98,130,145
96,135,150
96,127,155
95,122,158
95,119,158
96,120,158
96,121,158
98,126,157
98,129,156
99,130,156
99,127,153
100,126,149
100,127,146
101,126,147
102,124,153
106,128,158
111,133,162
97,110,145
95,119,146
95,124,146
95,127,148
95,129,149
94,120,151
93,116,153
92,117,154
92,116,156
94,115,158
95,122,156
96,127,154
96,130,153
97,129,152
97,129,151
99,132,150
101,133,151
103,131,153
106,132,156
110,133,158
98,130,151
98,131,149
96,123,147
94,119,147
92,120,151
93,119,154
94,119,157
95,123,155
96,126,153
96,128,151
96,127,151
96,126,152
98,129,153
99,131,154
101,133,154
103,132,154
105,130,153
99,127,144
96,122,143
93,123,147
93,123,152
94,122,156
96,125,154
96,127,152
96,127,150
95,126,152
95,125,155
96,125,158
98,127,158
99,133,156
100,131,154
101,128,152
102,125,142
98,121,141
94,121,146
94,122,151
95,123,156
96,126,156
97,127,155
96,127,154
95,127,156
94,127,160
95,122,163
96,121,164
97,129,160
97,129,157
96,126,153
103,125,140
99,120,139
95,120,144
95,122,151
96,124,156
97,128,157
98,131,158
97,130,158
97,131,161
96,133,165
98,127,169
99,126,171
101,133,165
100,133,160
99,130,155
102,127,138
99,121,137
96,121,143
95,122,150
96,126,157
98,132,159
99,135,160
99,135,162
100,138,166
101,142,171
103,139,175
105,137,177
107,142,171
107,141,164
105,136,157
101,125,136
98,119,135
96,119,141
96,122,148
97,127,156
99,132,159
101,136,162
102,136,165
104,140,169
105,145,174
108,144,178
111,144,180
114,148,175
114,149,169
112,147,164
100,119,133
98,114,132
96,117,139
96,122,147
98,127,155
100,132,159
102,135,163
105,136,167
108,140,172
110,147,176
113,148,180
116,150,183
120,155,179
120,157,175
118,157,172
99,118,131
97,113,130
95,115,137
96,119,145
98,125,154
101,131,159
104,136,164
108,140,169
111,146,174
114,155,178
118,156,183
121,157,186
124,165,184
124,167,181
99,117,128
97,112,127
95,113,136
95,116,144
98,123,152
102,130,158
105,137,164
110,142,170
114,149,175
118,158,178
122,158,182
125,158,184
129,167,182
129,169,180
98,113,125
96,108,124
94,114,133
94,119,141
98,122,150
102,129,156
107,136,162
112,142,168
117,147,173
122,152,174
126,152,175
130,152,176
133,158,173
134,161,171
98,111,123
98,107,122
98,117,130
99,124,139
102,124,147
105,130,154
109,137,160
113,141,166
118,145,170
122,146,169
125,146,168
128,147,167
131,152,164
131,154,161
98,113,121
103,112,119
108,125,127
111,134,136
111,131,144
111,133,152
111,139,158
114,141,165
117,142,168
120,142,165
122,142,162
123,143,159
124,148,155
124,148,152
